COD_CLIENTE;NOME_CLIENTE;CPF;DT_NASC;SEXO;EMAIL;FONE;ENDERECO;BAIRRO;CIDADE;UF;CEP;ACEITA_MKT;DT_ATUALIZACAO
103910;PAULO NASCIMENTO OLIVEIRA ROCHA;29936732707;01/08/1997;M;paulorocha86@uol.com.br;21980431600;Travessa XV de Novembro, N. 2432 - Apto 12;PARQUE INDUSTRIAL;niterói ;RJ;23681-703;S;29/01/2023
103911;FERNANDA DIAS NASCIMENTO ROCHA;120.257.637-00;01/11/1961;F; FERNANDAROCHA959@GMAIL.COM ;(11) 97581-9250;R. Castro Alves, N. 552;JARDIM DAS FLORES;Guarulhos;SP;2280292;N;31/01/2023
103912;TANIA NASCIMENTO GUIMARAES;94535429707;25/04/1975;F;tania.guimaraes116@yahoo.com.br;81 960533595;Avenida da Liberdade, N. 2760 - Apto 12;VILA NOVA;Recife;pe;55809172;N;10/04/2020
103913;TÂNIA MOREIRA PEREIRA;666.643.902-30;30/06/1994;F;tania_per7@bol.com.br;21 963582268;AV Santos Dumont, nº 2137;VILA NOVA;Rio de Janeiro;rj;27141880;S;30/07/2024
103914;MATEUS CARDOSO;267.564.794-23;11/12/2005;M;mateus.cardoso633@yahoo.com.br;32 988588786;AV RIO BRANCO, N. 2529;BOA VISTA;Juiz de Fora;MG;31354959;S;06/09/2024
103915;MATEUS FREITAS SOUZA MACHADO;53422337040;14/12/1980;M;mateusmachado635@uol.com.br;21 963095722;AV. TIRADENTES, 2025;PARQUE INDUSTRIAL;Rio de Janeiro;RJ;21577789;;31/05/2022
103916;MARIANA RODRIGUES MACHADO;67920118000;15/03/1985;F;marianamachado698@bol.com.br;62 990889120;AL SÃO JOÃO, 1138 - BLOCO B APTO 104;PARQUE INDUSTRIAL;Goiânia;Goiás;73190271;S;28/11/2023
103917;RAQUEL PEIXOTO;79431369184;06/03/1968;F;raquel_pei636@gmail.com;21976712982;RUA Castro Alves, N. 2162;SANTA CECÍLIA;RIO DE JANEIRO;RJ;29906378;S;03/02/2025
103918;VITORIA ALVES ANDRADE;13078584143;24/09/1967;F;vitoriaandrade78@uol.com.br;11 984936279;R. dos Andradas, N. 630 - Apto 31;BOA VISTA;guarulhos ;sp;05187610;N;31/12/2020
103919;ALINE GOMES;97779658007;13/07/1994;F;alinegomes487@uol.com.br;(41) 96619-7259;RUA SETE DE SETEMBRO, 158;LIBERDADE;Curitiba;PR;82476812;S;01/07/2019
103920;OTAVIO ARAUJO ROCHA MARQUES;487.802.062-80;19/01/1974;M;otavio.marques3@uol.com.br;1183786140;R. XV de Novembro, nº 683;VILA NOVA;São Paulo - SP;SP;04896003;S;03/11/2025
103921;JULIA SANTOS FERREIRA RODRIGUES;19567737894;08/08/1993;I;juliarodrigues982@outlook.com;(21) 97282-9170;AVENIDA DOM PEDRO II, 2147;PARQUE INDUSTRIAL;RIO DE JANEIRO;RJ;27464-500;N;14/06/2021
103922;DEBORA MOREIRA;549.456.522-01;26/05/2001;F;debora.moreira889@hotmail.com;31985788416;R. das Palmeiras, N. 2928 - Apto 12;SANTA CECÍLIA;Belo Horizonte;MG;36715008;S;19/02/2019
103923;HELIO PEREIRA OLIVEIRA ARAUJO;42954840161;28/09/1986;M;helio_ara445@yahoo.com.br;(21) 97795-1679;Rua São João, 2546;JARDIM DAS FLORES;Niterói;rj;26496793;N;07/05/2020
103924;ISABELA MARQUES;17549859558;25/02/1982;F;isabelamarques75@bol.com.br;11 964738891;Rua Presidente Vargas, 2597;CENTRO;Guarulhos;SP;01643354;S;27/01/2025
103925;GABRIELA  CARDOSO SILVA ;76148606402;13/05/1987;F;gabriela_sil672@uol.com.br;(11) 97275-7361;Rua Dom Pedro II, nº 336;VILA NOVA;são paulo ;São Paulo;04058403;S;11/02/2022
103926;RAQUEL COSTA;68797731099;11/06/1985;F;raquelcosta392@gmail.com;99814-7371;TRAVESSA SETE DE SETEMBRO, 2371 - FUNDOS;BOA VISTA;Goiânia - GO;go;72808600;S;07/02/2022
103927;SRA. MATEUS MARQUES SOUZA;701.104.730-19;19/03/1980;M;mateus.souza994@gmail.com;(11) 98052-4559;R. da Liberdade, nº S/N - Apto 12;LIBERDADE;são paulo ;sp;05495-086;N;14/08/2020
103928;HENRIQUE  NASCIMENTO SILVA ;450.809.015-00;12/01/2000;M;henrique_sil8017@hotmail.com;19 978946837;RUA XV de Novembro, nº 210 - Apto 31;SANTO ANTÔNIO;Campinas;SP;17823-194;;13/11/2021
103929;SIMONE RODRIGUES CARDOSO;478.927.664-30;04/09/1971;F;simonecardoso866@uol.com.br;11 64242542;RUA DAS PALMEIRAS, N. 2066;LIBERDADE;SAO PAULO;sp;09520713;N;10/01/2025
103930;OTÁVIO  PEREIRA SANTOS ;551.275.924-87;28/07/1967;;otavio_san689@uol.com.br;(31) 97112-8775;Avenida Castro Alves, 1682;LIBERDADE;Belo Horizonte;mg;32250-753;S;30/01/2023
103931;RAFAEL ARAUJO PEREIRA;90950102792;10/02/1972;M;rafael_per242@gmail.com;62 69539334;R dos Ipês, N. 302 - Apto 12;SÃO JOSÉ;Goiânia;go;71942689;S;16/07/2020
103932;BRUNO MENDES BRANDÃO;3,20272E+10;26/01/1978;M;;11 91974291;Avenida XV de Novembro, nº 1159 - Apto 12;BOA VISTA;São Paulo;sp;07295-158;N;07/02/2022
103933;RODRIGO ASSUNCAO NASCIMENTO;299.094.509-17;28/05/1953;M;rodrigonascimento596@uol.com.br;2187188787;RUA BRASIL, N. 2432;VILA NOVA;Rio de Janeiro;rj;23069-911;N;20/11/2019
103934;FABIO GOMES ANDRADE;088.124.321-31;30/08/1990;M;;1991729776;AVENIDA MARECHAL DEODORO, 791;JARDIM DAS FLORES;Campinas;SP;16556975;S;13/02/2023
103935;EDUARDO CARDOSO MENDES;526.956.297-96;26/10/1973;I;eduardo.mendes765@hotmail.com;11 992015937;Rua dos Andradas, 1099;JARDIM AMÉRICA;Guarulhos;São Paulo;7071651;S;05/09/2021
103936;VITORIA CARVALHO MENDES;545.620.107-03;04/04/1997;F;vitoria.mendes337@bol.com.br;;R. DOS IPÊS, Nº 2509 - APTO 12;SANTO ANTÔNIO;Porto Alegre;Rio Grande do Sul;93717-264;N;24/06/2019
103937;JOSE OLIVEIRA FERREIRA;68658727467;15/02/1972;M;joseferreira506@outlook.con;1194627074;R. Marechal Deodoro, nº 2234;LIBERDADE;São Paulo;São Paulo;5532241;N;19/02/2023
103938;RAQUEL MOREIRA ASSUNÇÃO;35594051902;01/03/1972;F;raquel_ass17349@bol.con.br;51971927427;RUA TIRADENTES, N. 710;SANTO ANTÔNIO;Porto Alegre;Rio Grande do Sul;92271-352;N;20/08/2021
103939;VITORIA GUIMARAES;64015948963;29/04/1984;F;vitoria.guimaraes496@outlook.com;1169899938;R. DAS FLORES, N. 2645;VILA NOVA;SAO PAULO;SP;05401129;N;11/11/2024
103940;SERGIO NUNES OLIVEIRA SOUZA;987.134.287-05;02/03/1969;M;sergiosouza889@uol.com.br;(31) 98434-4434;AV. DOS ANDRADAS, 1894;SANTA CECÍLIA;BELO HORIZONTE;mg;39811718;N;10/06/2025
103941;JOAO MELO NUNES ALVES;6,68053E+09;10/01/1978;M;joao.alves175@outlook.com;(21) 98807-7726;Rua Getúlio Vargas, nº 2417 - Apto 12;CENTRO;Rio de Janeiro;rj;24340895;S;29/09/2024
103942;GABRIELA FREITAS COSTA;6,73349E+10;02/08/1994;F;gabriela_cos641@outlook.con;(48) 9607-3709;RUA PAULISTA, Nº 1934;BOA VISTA;FLORIANOPOLIS;SC;87802166;S;22/04/2020
103943;FERNANDO ALVES CONCEICAO;9816733501;28/10/1960;M;fernando_con97@bol.com.br;(51) 98415-5649;R. XV DE NOVEMBRO, N. 1833 - BLOCO B APTO 104;SÃO JOSÉ;Porto Alegre;RS;94387252;S;06/09/2024
103944;SERGIO  SOUZA GOMES NASCIMENTO ;93490521803;02/12/1986;M; SERGIONASCIMENTO188@GMAIL.COM ;;RUA Dom Pedro II, 1470;JARDIM AMÉRICA;São Paulo;SP;05797-051;N;08/09/2025
103945;FERNANDO C. CARVALHO;9973763335;09/06/1973;M;fernando.carvalho720@uol.com.br;11 966166167;Rua Marechal Deodoro, 2168;BOA VISTA;São Paulo - SP;São Paulo;2538818;S;13/09/2023
103946;CAMILA SILVA;836.795.267-76;19/07/1997;F;camilasilva960@gmail.com;(31) 97245-8568;Avenida das Palmeiras, 125;BOA VISTA;Belo Horizonte;Minas Gerais;32963-791;S;17/12/2024
103947;LARISSA NUNES ROCHA;70581796209;03/03/1975;F;larissarocha140@yahoo.com.br;48 975707093;Rua da Liberdade, nº 1828;JARDIM DAS FLORES;Florianópolis;SC;88180-335;;10/05/2021
103948;VITORIA MARQEUS ASSUNCAO;966.520.183-22;01/01/1900;F;vitoria.assuncao805@uol.com.br;51 66358449;Rua Paulista, nº 531;BOA VISTA;Porto Alegre;Rio Grande do Sul;99799-276;S;08/06/2023
103949;TÂNIA GOMES;128.759.697-57;16/11/1967;F;tania.gomes801@uol.com.br;62 985925285;R DAS PALMEIRAS, 1119;LIBERDADE;Goiânia;GO;77779777;S;06/07/2020
103950;ANTÔNIO GUIMARÃES ARAÚJO;988.028.223-01;25/07/1951;M;antonio_ara900@yahoo.com.br;41982701037;Rua das Flores, N. 123;BOA VISTA;Curitiba;pr;81043-320;S;06/12/2019
103951;SERGIO ROCHA MAGALHAES;35186885371;25/10/1967;M;sergio.magalhaes16@yahoo.com.br;(16) 6684-2619;RUA DA LIBERDADE, 1107;JARDIM DAS FLORES;Ribeirão Preto;SP;14451642;S;04/03/2020
103952;NATALIA  AVLES ;51369079672;18/01/1986;F;natalia.alves369@outlook.com;(21) 96206-9850;Avenida Getúlio Vargas, nº 2809 - Casa 2;JARDIM AMÉRICA;Rio de Janeiro - RJ;RJ;24445-217;N;25/04/2019
103953;VINICIUS ASSUNCAO;294.448.567-98;28/05/1966;;vinicius_ass165@uol.com.br;51 969634001;RUA Getúlio Vargas, 12 - Apto 12;VILA MARIANA;Porto Alegre;RS;93791386;;18/10/2022
103954;SR.  RENATA NASCIMENTO MARQUES NASCIMENTO ;497.452.053-97;06/04/1966;F;renatanascimento445@uol.com.br;(11) 96387-9748;R RIO BRANCO, Nº 2731 - FUNDOS;LIBERDADE;são paulo ;São Paulo;02913-139;S;03/07/2022
103955;RAQUEL BRANDÃO;14125478570;17/07/1979;F;raquelbrandao446@hotmail.com;11 989446364;Rua Paulista, 1001;VILA MARIANA;São Paulo;sp;01220-231;S;07/02/2020
103956;BEATRIZ FERREIRA BARBOSA;37883197398;25/09/1995;F;beatriz_bar940@hotmail.com;(41) 98544-6868;Rua Sete de Setembro, nº 1551 - Bloco B Apto 104;CENTRO;Curitiba - PR;PR;88007857;N;06/12/2020
103957;FERNANDO GUIMARAES GOMES;68513133914;14/04/1987;M;fernando.gomes831@outlook.com;(21) 98821-3441;RUA SETE DE SETEMBRO, Nº 2623;JARDIM DAS FLORES;RIO DE JANEIRO;RJ;29058538;S;18/08/2020
103958;BRUNO CARVALHO ANDRADE;59539874637;04/09/1981;M;bruno_and84@bol.com.br;11974431657;Av Santos Dumont, 1134 - Bloco B Apto 104;SANTA CECÍLIA;São Paulo;SP;07530376;S;16/04/2025
103959;CAMILA R. MARTINS MOREIRA;515.277.818-10;22/04/1956;F;camila_mor744@yahoo.com.br;(11) 9288-1226;Rua Paulista, 1153;VILA NOVA;Guarulhos;sp;05310473;N;29/11/2023
103960;CAMILA  RODRIGUES ;905.755.849-12;20/10/1976;F;camila_rod454@outlook.com;(16) 8955-2374;RUA dos Ipês, nº 69 - Bloco B Apto 104;SANTA CECÍLIA;Ribeirão Preto - SP;SP;17227-830;N;07/06/2023
103961;RODRIGO PEIXOTO FERREIRA DIAS;471.745.057-40;27/11/1987;M;rodrigo.dias127@yahoo.com.br;11 989467692;R Presidente Vargas, N. 1446;JARDIM AMÉRICA;SP;São Paulo;06678324;S;26/07/2024
103962;SIMONE OLIVEIRA RODRIGUES;93463516160;17/01/1977;F;simonerodrigues943@gmail.com;(31) 99434-8298;Rua Santos Dumont, nº 230 - Apto 31;JARDIM AMÉRICA;Belo Horizonte;mg;34364602;S;08/06/2019
103963;PAULO BRANDAO DIAS;729.370.410-00;02/05/1989;M;paulo_dia868@gmail.com;11976491194;RUA CASTRO ALVES, N. 1144;SÃO JOSÉ;São Paulo;SP;04057-018;N;21/06/2021
103964;GABRIELA ANDRADE NUNES BRANDÃO;74652758308;30/08/1964;F;gabriela_bra859@bol.com.br;11976891971;PÇ. BRASIL, N. S/N - APTO 31;VILA MARIANA;São Paulo;sp;06836-980;S;09/11/2025
103965;LUIS GOMES BRANDAO;93153909385;02/07/1999;;luisbrandao686@gmail.com;11988934470;RUA PRESIDENTE VARGAS, 919;PARQUE INDUSTRIAL;São Paulo;SP;05442-002;N;06/06/2025
103966;GABRIELA NUNES;400.129.642-04;27/05/1986;F;gabriela.nunes664@gmail.com;98893-5149;Av. Castro Alves, 66;VILA NOVA;CAMPINAS;São Paulo;14428-324;S;19/12/2022
103967;FERNANDA RODRIGUES PEREIRA SILVA;873.936.229-98;03/06/1979;F;fernanda_sil474@hotmail.com;51964027895;Rua Santos Dumont, N. 2677 - Casa 2;VILA MARIANA;Porto Alegre;rs;93852064;S;07/09/2022
103968;LUCAS COSTA MELO;973.489.918-07;25/05/1978;M;lucas_mel485@uol.com.br;1194113129;Rua das Palmeiras, 2572 - Casa 2;JARDIM AMÉRICA;São Paulo;SP;07716929;S;21/03/2024
103969;HENRIQUE SANTOS PEIXOTO;315.707.317-64;03/09/2001;M;henriquepeixoto906@yahoo.com.br;31983673539;Pca Santos Dumont, N. 2313;JARDIM AMÉRICA;Belo Horizonte;MG;39406289;S;25/10/2023
103970;ANA ASSUNCAO;03854658400;18/02/1940;F;ana.assuncao560@gmail.com;(11) 7125-8598;Rua XV de Novembro, 54;SANTA CECÍLIA;São Paulo;SP;5527507;S;03/07/2024
103971;ANTONIO COSTA MARTINS;25001086604;31/12/1999;M;antonio.martins464@yahoo.com.br;11 87829425;RUA PRESIDENTE VARGAS, 930;VILA NOVA;São Paulo;São Paulo;1708645;N;09/07/2025
103972;PAULO MENDES BRANDAO;51795434015;12/07/1989;M;paulo.brandao380@bol.com.br;(31) 99493-7396;Rua Marechal Deodoro, nº 2766;LIBERDADE;Belo Horizonte - MG;mg;37913699;N;25/12/2019
103973;HELENA  OLIVEIRA RODRIGUES MENDES ;45640144556;19/02/1985;F;helena_men522@uol.com.br;21 980999513;Alameda Sete de Setembro, N. 502;BOA VISTA;Rio de Janeiro;rj;22215-997;N;10/10/2024
103974;MARIANA ALVES;42977237437;17/05/1961;F;mariana_alv601@uol.com.br;31975969130;R. da Liberdade, N. 1063;LIBERDADE;Belo Horizonte;mg;32573-068;S;26/09/2024
103975;DANIEL CONCEICAO GOMES;354.075.634-52;01/04/1997;M;;61998304369;AL. GETÚLIO VARGAS, N. 2630;VILA NOVA;Brasília;DF;77282-556;N;14/08/2020
103976;MARCIO FERREIRA;75354346495;17/10/1977;M;marcio_fer680@hotmail.com;(21) 99393-9495;AV dos Ipês, N. 850 - Fundos;LIBERDADE;Rio de Janeiro;Rio de Janeiro;24968-821;N;12/07/2019
103977;SIMONE MAGALHÃES ROCHA;548.753.342-30;08/09/1974;F;simone.rocha20896@uol.com.br;99406-9391;Rua Marechal Deodoro, 2628;SÃO JOSÉ;Ribeirão Preto;SP;11576-492;N;07/01/2019
103978;PRISCILA PEIXOTO ASSUNCAO CARVALHO;42001181060;24/03/1955;F;priscila_car933@uol.com.br;(32) 97575-3322;AVENIDA CASTRO ALVES, 2684 - FUNDOS;VILA MARIANA;Juiz de Fora;mg;36233-318;;16/06/2025
103979;MATEUS MACHADO NASCIMENTO;007.054.717-30;27/12/1991;M;;71992324260;RUA SÃO JOÃO, N. 1613 - CASA 2;PARQUE INDUSTRIAL;Salvador;;48257-473;S;26/05/2025
103980;BEATRIZ  SANTOS CARDOSO ;381.161.264-66;08/06/1993;F;beatrizcardoso191@hotmail.com;71 987064100;Avenida Marechal Deodoro, nº 1704;SANTO ANTÔNIO;Salvador;ba;49413231;N;06/10/2022
103981;BEATRIZ LIMA OLIVEIRA ASSUNÇÃO;001.533.833-99;09/10/1978;F;beatriz.assuncao728yahoo.com.br;81 966365400;RUA XV DE NOVEMBRO, Nº S/N;BOA VISTA;Recife;Pernambuco;51832-770;S;14/02/2023
103982;LUCAS GUIMARÃES SANTOS;097.910.613-35;08/10/1982;M;lucassantos699@yahoo.com.br;48999795847;Rua da Liberdade, nº S/N - Apto 12;BELA VISTA;florianópolis ;SC;87486832;;25/02/2024
103983;HENRIQUE GUIMARÃES OLIVEIRA;054.313.586-18;30/04/1972;M;henrique_oli313@yaho.com.br;(21) 8821-1732;R. XV DE NOVEMBRO, N. 1381;SANTA CECÍLIA;Rio de Janeiro;RJ;28910-947;S;11/06/2023
103984;ANTONIO RIBEIRO RODRIGUES;95556237409;21/04/1975;M;antonio_rod50319@outlook.com;61977846466;Avenida Castro Alves, N. 500;BELA VISTA;Brasília;DF;74349-276;S;19/03/2019
103985;HELENA MARTINS MACHADO;6549630452;02/01/1966;F;helena_mac921@yahoo.com.br;61 994716178;Al. XV de Novembro, N. 2623;LIBERDADE;Brasília;df;75627-090;S;14/03/2022
103986;GUSTAVO PEIXOTO COSTA;902.181.343-20;06/06/1976;M;gustavocosta98@yahoo.com.br;11 76914077;AVENIDA PAULISTA, Nº 2702 - BLOCO B APTO 104;SANTA CECÍLIA;São Paulo - SP;sp;04539791;N;22/03/2021
103987;FABIO LIMA CONCEICAO;318.352.939-48;05/08/1995;M;fabio.conceicao200@bol.com.br;71996711456;AV DAS FLORES, 388;JARDIM AMÉRICA;Salvador;Bahia;48981166;;06/11/2022
103988;MARIANA PEREIRA SILVA PEIXOTO;166.609.246-04;24/12/1987;F;marianapeixoto192@outlook.com;97020-5878;Avenida dos Andradas, N. 2946;VILA MARIANA;Brasília;DF;78781-347;S;23/04/2022
103989;MARCIA ROCHA CONCEICAO MACHADO;1938473450;31/12/1933;F;marcia_mac763@bol.com.br;19 92431913;R PAULISTA, 1227;VILA NOVA;Campinas;sp;14784559;S;15/07/2023
103990;PRISCILA LIMA;36085178557;10/10/1985;F;priscila.lima754@uol.com.br;51993177600;Rua dos Andradas, nº 629;SÃO JOSÉ;Porto Alegre;rs;96298864;N;25/12/2021
103991;SRA. THIAGO SOUZA ARAUJO;24262054314;13/06/1984;M;thiago.araujo209@yahoo.com.br;(21) 9728-5324;R Marechal Deodoro, 2340;BOA VISTA;Rio de Janeiro;Rio de Janeiro;21333402;N;20/03/2023
103992;VINICIUS MARTINS PEREIRA;19448650809;12/10/1960;M;viniciuspereira315@yahoo.com.br;11 93288347;RUA DA LIBERDADE, 1770 - CASA 2;SÃO JOSÉ;São Paulo;SP;02157585;S;17/02/2025
103993;PAULO FERREIRA;96148245800;02/09/1992;M;paulo_fer140@yahoo.com.br;(61) 99963-9596;TRAV. TIRADENTES, N. 2307;JARDIM DAS FLORES;Brasília;DF;73623-153;S;28/05/2023
103994;PATRÍCIA CARVALHO CONCEIÇÃO;07672503545;02/01/1986;F;;(19) 96107-2231;AV MARECHAL DEODORO, N. 181 - FUNDOS;SÃO JOSÉ;Campinas;SP;14886865;N;06/08/2019
103995;ALINE CARVALHO BRANDAO MENDES;52864872897;26/07/1979;F;alinemendes387@gmail.com;(21) 99939-5786;R. Santos Dumont, N. 1112;SANTA CECÍLIA;Rio de Janeiro;Rio de Janeiro;21415831;N;22/12/2024
103996;DANIEL NASCIMENTO COSTA;749.450.786-88;18/07/1945;M;;21 86553001;Rua Brasil, N. 250;CENTRO;Rio;rj;24365582;;31/12/2023
103997;FERNANDO MOREIRA;22856323987;12/11/1982;M;fernandomoreira752@hotmail.com;71 85454216;RUA DOM PEDRO II, N. 1005;SÃO JOSÉ;Salvador;ba;42774160;N;05/01/2024
103998;PRISCILA MOREIRA COSTA;201.629.188-52;18/02/1978;F;priscilacosta284@yahoo.com.br;11 993409604;AV. DAS PALMEIRAS, Nº 2090 - FUNDOS;BOA VISTA;SAO PAULO;SP;01295-583;N;09/10/2022
103999;BETARIZ CONCEIÇÃO PEREIRA;96114004973;28/08/1975;F;beatriz_per439@;21 971279948;R Getúlio Vargas, nº 424 - Apto 31;VILA NOVA;Niterói;rj;29729202;S;11/10/2023
104000;FERNANDO ASSUNCAO;26565679045;12/11/1981;;fernandoassuncao688@uol.com.br;97649-6880;Rua Santos Dumont, N. 2073;JARDIM DAS FLORES;NITEROI;RJ;27334-734;N;10/12/2022
104001;ANDRE MACHADO;276.536.301-38;04/02/1995;M;;(51) 9875-7560;RUA PRESIDENTE VARGAS, Nº 1764 - APTO 12;VILA NOVA;Porto Alegre;;99341-201;S;19/04/2025
104002;LARISSA PEREIRA DIAS;16082320344;03/04/1992;F;larissa_dia710@uol.com.br;19 993078102;Travessa XV de Novembro, 2557;PARQUE INDUSTRIAL;Campinas;SP;13749-403;N;22/05/2023
104003;ALINE MARQUES CARVALHO;68095219233;01/01/1900;F;aline_car167@yahoo.com.br;;R. DAS PALMEIRAS, Nº 447 - APTO 31;PARQUE INDUSTRIAL;Santo André;SP;04242-732;S;27/11/2021
104004;HÉLIO ROCHA RIBEIRO;611.893.532-70;27/05/2001;M;helioribeiro560@uol.com.br;32 976789901;AVENIDA DOM PEDRO II, 1149 - CASA 2;CENTRO;Juiz de Fora;Minas Gerais;34926875;S;27/10/2021
104005;PATRICIA BARBOSA MENDES;407.173.039-00;19/03/1981;F;patriciamendes362@outlook.com;(51) 96643-6120;RUA DA LIBERDADE, 1723;BELA VISTA;Porto Alegre;RS;94382608;N;17/03/2022
104006;JOAO FREITAS NUNES FERREIRA;25210661504;16/06/1968;M;joao.ferreira380@uol.com.br;(11) 97972-5284;AV CASTRO ALVES, Nº 14;SANTA CECÍLIA;São Paulo;São Paulo;09216417;S;21/06/2019
104007;CAMILA ALVES LIMA;51141773112;23/12/1982;F;camila_lim688@gmail.com;(31) 97186-7482;Praça Tiradentes, N. 2427;SÃO JOSÉ;Belo Horizonte;mg;35528862;;14/07/2022
104008;PRISCILA RIBEIRO SANTOS;261.228.892-96;23/09/1983;F;priscila.santos278@bol.com.br;(11) 99189-8274;Rua da Liberdade, nº 1664;CENTRO;São Paulo;SP;01726-441;N;01/03/2019
104009;HELENA LIMA PEREIRA CONCEICAO;14927917177;08/05/1946;F;helena.conceicao66@yahoo.com.br;(11) 97413-3605;PRAÇA DOS IPÊS, N. 2284;VILA MARIANA;São Paulo - SP;São Paulo;08878684;N;11/09/2025
104010;EDUARDO ANDRADE FREITAS;912.741.511-20;08/10/1997;M;eduardo_fre347@hotmail.com;62988939792;RUA DOS ANDRADAS, 2366 - CASA 2;SANTA CECÍLIA;Goiânia;GO;73195-496;S;02/08/2025
104011;CAMILA NASCIMENTO MAGALHAES;9,78644E+10;16/06/1974;F;camilamagalhaes962@bol.com.br;41971548530;AVENIDA DAS PALMEIRAS, N. S/N;JARDIM AMÉRICA;Curitiba;PR;86202312;N;16/11/2024
104012;LÚCIA COSTA RIBEIRO;031.261.616-34;03/12/1990;F;lucia.ribeiro777@uol.com.br;;AVENIDA SÃO JOÃO, N. 1762 - FUNDOS;VILA NOVA;São Paulo;SP;07243056;S;29/09/2024
104013;HELENA SILVA SILVA ARUAJO;261.921.776-86;10/11/1957;F;helena.araujo913@hotmail.com;(21) 96226-8177;RUA SÃO JOÃO, Nº S/N - BLOCO B APTO 104;PARQUE INDUSTRIAL;Rio de Janeiro;rj;23052603;;21/01/2021
104014;LUÍZA CARVALHO;15611160417;23/01/1982;F;luiza_car896@yahoo.com.br;(11) 99588-7704;RUA CASTRO ALVES, Nº 2476;JARDIM AMÉRICA;São Paulo;sp;6177106;N;21/02/2025
104015;RAFAEL SOUZA RIBEIRO;392.654.781-28;27/11/1985;I;rafael_rib937@hotmail.com;;RUA CASTRO ALVES, Nº 1757;VILA MARIANA;Belo Horizonte;MG;35194140;S;29/01/2019
104016;DR. FERNANDA COSTA;160.944.287-30;05/03/1956;F;fernanda.costa691@bol.com.br;11994126026;RUA SÃO JOÃO, N. 2816 - CASA 2;BELA VISTA;São Paulo;SP;01082043;S;29/12/2024
104017;JOANA DIAS;66491904890;08/09/1986;F;;41989527683;Avenida dos Andradas, N. 141;SANTO ANTÔNIO;Curitiba;PR;86271415;S;16/07/2020
104018;GABRIELA  MARTINS RODRIGUES MOREIRA ;44584801460;07/03/1991;F; GABRIELAMOREIRA746@UOL.COM.BR ;51 994453614;AV DA LIBERDADE, N. 2363;JARDIM AMÉRICA;Porto Alegre;Rio Grande do Sul;95510-661;S;19/01/2023
104019;LÚCIA BRANDÃO GOMES;4,57096E+10;02/01/1991;F;lucia_gom81@gmail.com;61977419815;RUA DA LIBERDADE, Nº 1854;JARDIM DAS FLORES;Brasília;DF;74510-848;S;14/12/2021
104020;MARCELO MAGALHAES;37660052861;04/11/1993;M;marcelomagalhaes922@bol.com.br;21993882103;R CASTRO ALVES, N. 660;VILA NOVA;Niterói;RJ;28761701;S;23/03/2021
104021;PAULO FREITAS PEREIRA RIBEIRO;02105667015;20/08/1998;M;paulo_rib740@hotmail.com;16973183513;Avenida das Flores, nº 1766;LIBERDADE;RIBEIRAO PRETO;São Paulo;13569730;N;03/08/2019
104022;NATALIA MCAHADO;062.256.340-88;06/10/1980;F;natalia_mac187@gmail.com;61 976717225;RUA SANTOS DUMONT, 751;SANTO ANTÔNIO;Brasília;DF;77325801;S;18/06/2023
104023;LUIZA RODRIGUES DIAS;67725869050;22/03/1973;F;luizadias377@yahoo.com.br;21974577005;Rua Getúlio Vargas, N. 2957;JARDIM DAS FLORES;Rio de Janeiro;RJ;27286311;N;27/04/2022
104024;FÁBIO MARQUES MARTINS;71135940428;14/07/1971;;fabio.martins787@outlook.com;11969652156;Rua das Palmeiras, N. 908;LIBERDADE;São Paulo;São Paulo;06015679;;22/10/2025
104025;VINÍCIUS FREITAS CONCEIÇÃO;53156292958;01/06/1977;M;viniciusconceicao634@hotmail.com;31972803925;Avenida Paulista, 521 - Apto 12;VILA NOVA;BELO HORIZONTE;MG;32979756;N;16/06/2021
104026;JOANA MARTINS;690.556.058-83;05/06/1994;F;joana_mar836@hotmail.com;21 92496106;RUA Castro Alves, nº 1300;CENTRO;Rio de Janeiro;RJ;24780-960;N;06/10/2025
104027;HELIO PEIXOTO;11437721214;31/12/1933;M; HELIOPEIXOTO991@OUTLOOK.COM ;99499-2558;AVENIDA SÃO JOÃO, N. 856;VILA NOVA;Porto Alegre;RS;99818-257;N;26/02/2021
104028;OTÁVIO RIBEIRO;62710315017;11/01/2000;M;otavio.ribeiro108@yahoo.com.br;11 973728384;AVENIDA DAS PALMEIRAS, N. 774 - CASA 2;PARQUE INDUSTRIAL;São Paulo;sp;05859-388;N;31/07/2021
104029;VITÓRIA MELO MARTINS;13399238312;06/04/2001;F;vitoria_mar904@uol.com.br;(41) 6147-9339;RUA Santos Dumont, 2462;SANTA CECÍLIA;Curitiba;PR;87849-773;S;10/08/2025
104030;CÉSAR  BARBOSA GOMES ;173.365.413-56;10/02/1987;M;cesargomes93@yahoo.com.br;(11) 8867-7494;R. TIRADENTES, N. 192;CENTRO;S. Paulo;São Paulo;06791-519;N;08/09/2022
104031;SERGIO BRANDAO CARVALHO MARTINS;539351105;28/06/1982;M;sergio_mar706@gmail.com;1663961220;AVENIDA XV DE NOVEMBRO, N. 1596;VILA MARIANA;Ribeirão Preto;sp;19674-283;S;17/05/2019
104032;HELENA FREITAS;161.230.783-30;08/02/1982;F;helena_fre577@yahoo.com.br;41 976052805;Av dos Ipês, 2908;BELA VISTA;Curitiba;Paraná;85024-160;S;28/05/2019
